nr. sessions,nr. rest days,total kms,max km one day,"nr. tough sessions (effort in Z5, T1 or T2)",nr. strength trainings
8.0,0.0,17.2,7.0,0.0,3.0
8.0,0.0,34.8,9.8,1.0,1.0
6.0,1.0,57.4,14.6,1.0,1.0
6.0,2.0,43.1,14.2,0.0,2.0
5.0,2.0,57.0,12.0,1.0,0.0
4.0,4.0,36.5,23.5,0.0,0.0
7.0,0.0,74.4,13.5,2.0,0.0
7.0,1.0,84.4,19.6,1.0,0.0
6.0,2.0,38.4,16.0,1.0,1.0
8.0,1.0,166.0,38.0,0.0,0.0
7.0,1.0,127.0,28.0,1.0,0.0
6.0,1.0,56.2,13.5,2.0,0.0
5.0,2.0,62.9,16.7,1.0,0.0
5.0,2.0,99.3,23.8,1.0,0.0
5.0,2.0,1.7,1.7,0.0,2.0
7.0,2.0,79.8,23.3,3.0,0.0
10.0,1.0,88.0,16.2,1.0,3.0
7.0,0.0,74.7,16.2,3.0,0.0
4.0,4.0,21.0,7.0,0.0,0.0
7.0,0.0,77.6,27.1,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,33.4,10.6,1.0,0.0
7.0,1.0,30.1,8.4,3.0,1.0
6.0,3.0,36.2,10.6,0.0,0.0
11.0,0.0,60.0,13.5,1.0,3.0
5.0,2.0,40.0,9.0,3.0,0.0
10.0,0.0,112.8,27.5,0.0,2.0
6.0,1.0,96.0,26.0,0.0,0.0
5.0,2.0,41.1,11.0,0.0,0.0
6.0,1.0,41.2,12.2,2.0,1.0
5.0,2.0,72.8,19.0,0.0,0.0
6.0,1.0,27.0,9.0,0.0,0.0
8.0,0.0,122.4,28.6,0.0,0.0
5.0,2.0,48.0,11.0,1.0,0.0
4.0,3.0,4.8,4.8,0.0,1.0
6.0,1.0,0.0,0.0,0.0,2.0
7.0,1.0,59.5,16.0,3.0,2.0
6.0,1.0,45.1,11.2,2.0,0.0
10.0,2.0,49.3,14.6,1.0,3.0
7.0,1.0,59.1,13.5,2.0,0.0
7.0,0.0,97.9,30.3,3.0,0.0
8.0,1.0,108.4,33.2,1.0,1.0
6.0,1.0,58.5,11.4,0.0,0.0
3.0,4.0,10.4,6.1,0.0,1.0
9.0,0.0,40.0,12.0,0.0,2.0
6.0,1.0,41.5,12.3,1.0,1.0
9.0,0.0,50.5,15.0,1.0,2.0
5.0,2.0,12.5,4.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
1.0,6.0,4.8,4.8,0.0,0.0
5.0,2.0,0.0,0.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,94.6,21.0,2.0,1.0
6.0,2.0,32.0,11.0,0.0,1.0
4.0,3.0,39.1,12.9,3.0,0.0
5.0,2.0,30.1,11.0,3.0,1.0
8.0,0.0,60.7,16.0,0.0,2.0
5.0,2.0,44.4,13.5,3.0,0.0
6.0,1.0,17.0,7.2,3.0,1.0
4.0,3.0,31.5,11.5,0.0,1.0
6.0,1.0,34.0,12.0,0.0,0.0
7.0,0.0,72.6,16.8,2.0,2.0
8.0,0.0,52.9,15.7,0.0,1.0
4.0,3.0,27.7,9.3,2.0,0.0
10.0,0.0,124.3,28.3,2.0,2.0
1.0,6.0,13.5,13.5,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,44.1,14.4,0.0,0.0
13.0,0.0,64.4,13.0,2.0,2.0
12.0,0.0,152.4,32.2,2.0,0.0
8.0,0.0,133.8,26.0,1.0,0.0
5.0,2.0,32.9,11.9,0.0,0.0
6.0,1.0,43.0,13.5,2.0,0.0
8.0,0.0,120.8,25.5,2.0,1.0
6.0,1.0,63.8,17.5,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,37.9,10.5,3.0,1.0
6.0,1.0,31.8,8.8,3.0,1.0
9.0,2.0,64.3,24.9,2.0,1.0
7.0,1.0,28.4,13.0,1.0,0.0
8.0,1.0,84.2,20.7,2.0,0.0
9.0,1.0,131.4,32.8,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,40.7,13.7,3.0,1.0
6.0,1.0,33.8,12.2,1.0,2.0
5.0,4.0,48.4,20.0,1.0,0.0
4.0,3.0,9.0,5.0,0.0,1.0
9.0,0.0,89.7,16.0,1.0,1.0
5.0,2.0,47.0,17.6,0.0,1.0
6.0,1.0,37.2,10.5,2.0,2.0
7.0,0.0,91.6,19.9,1.0,1.0
7.0,0.0,86.0,26.0,2.0,0.0
6.0,1.0,47.0,11.8,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,1.0,116.1,34.0,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
10.0,0.0,40.8,11.8,0.0,2.0
1.0,6.0,22.0,22.0,0.0,0.0
5.0,2.0,58.7,18.8,2.0,0.0
7.0,1.0,24.8,9.0,0.0,2.0
7.0,0.0,8.0,3.0,0.0,2.0
7.0,0.0,114.8,22.4,1.0,1.0
6.0,2.0,60.3,21.7,1.0,1.0
7.0,0.0,63.0,12.0,0.0,0.0
7.0,0.0,68.8,16.5,1.0,0.0
2.0,5.0,12.4,7.2,0.0,0.0
4.0,3.0,27.7,14.0,0.0,1.0
10.0,1.0,68.3,22.0,2.0,1.0
7.0,0.0,72.9,17.8,2.0,1.0
6.0,1.0,55.6,10.6,2.0,1.0
6.0,1.0,22.0,8.8,2.0,2.0
3.0,4.0,28.0,11.0,1.0,0.0
9.0,0.0,9.6,4.0,0.0,2.0
4.0,3.0,17.0,17.0,0.0,0.0
7.0,1.0,20.3,9.4,1.0,2.0
7.0,1.0,93.5,22.0,0.0,0.0
8.0,0.0,109.0,28.0,2.0,0.0
5.0,2.0,47.5,15.0,3.0,0.0
7.0,0.0,88.0,23.0,1.0,0.0
12.0,0.0,154.6,32.0,2.0,2.0
7.0,1.0,59.9,17.3,2.0,1.0
5.0,2.0,30.1,9.0,3.0,1.0
1.0,6.0,2.0,2.0,0.0,0.0
10.0,1.0,122.8,35.0,2.0,0.0
7.0,0.0,69.6,14.9,2.0,1.0
8.0,1.0,89.5,21.5,1.0,1.0
10.0,0.0,114.8,24.7,2.0,0.0
6.0,1.0,40.2,12.0,1.0,1.0
7.0,0.0,127.5,21.0,2.0,0.0
2.0,5.0,8.0,4.0,0.0,0.0
6.0,1.0,58.0,12.0,0.0,0.0
6.0,1.0,34.4,10.0,1.0,2.0
7.0,1.0,19.5,10.0,0.0,0.0
5.0,2.0,30.1,13.0,0.0,0.0
6.0,1.0,32.3,8.0,2.0,1.0
5.0,2.0,62.8,17.2,1.0,0.0
6.0,1.0,37.3,10.5,1.0,1.0
5.0,2.0,6.2,6.2,0.0,1.0
8.0,0.0,106.9,31.0,1.0,0.0
5.0,2.0,52.9,16.2,3.0,1.0
7.0,0.0,92.7,17.6,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,0.0,3.0
6.0,1.0,93.4,24.1,2.0,0.0
6.0,1.0,53.2,15.0,2.0,0.0
8.0,0.0,32.6,12.0,0.0,2.0
3.0,4.0,5.0,2.5,0.0,2.0
4.0,3.0,20.3,8.0,2.0,1.0
6.0,2.0,72.6,21.0,0.0,0.0
6.0,1.0,70.3,17.4,1.0,1.0
10.0,0.0,45.9,13.1,2.0,3.0
6.0,1.0,71.8,17.8,2.0,2.0
1.0,6.0,11.0,11.0,0.0,0.0
7.0,1.0,64.5,13.1,2.0,0.0
7.0,0.0,54.6,15.0,1.0,1.0
11.0,0.0,7.0,2.5,0.0,2.0
10.0,0.0,100.3,26.2,1.0,2.0
4.0,3.0,15.5,8.0,0.0,0.0
8.0,0.0,104.3,27.4,1.0,2.0
4.0,3.0,34.0,12.2,0.0,0.0
4.0,3.0,18.1,5.8,1.0,0.0
6.0,1.0,55.2,19.0,1.0,2.0
8.0,0.0,35.4,10.7,2.0,1.0
7.0,1.0,72.7,17.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,1.0,54.0,14.0,0.0,2.0
8.0,0.0,90.0,17.0,2.0,1.0
7.0,0.0,57.0,23.0,2.0,2.0
8.0,0.0,28.7,14.6,0.0,2.0
8.0,0.0,74.0,15.9,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,52.2,13.0,1.0,0.0
6.0,1.0,15.0,9.1,1.0,1.0
9.0,0.0,39.1,10.0,2.0,2.0
7.0,0.0,86.2,19.0,3.0,0.0
5.0,2.0,39.3,12.0,0.0,2.0
8.0,1.0,0.0,0.0,0.0,2.0
3.0,5.0,10.5,6.3,0.0,1.0
6.0,1.0,88.5,18.5,3.0,0.0
7.0,1.0,99.1,22.0,3.0,1.0
5.0,2.0,43.0,12.4,1.0,0.0
3.0,4.0,8.0,4.0,0.0,1.0
6.0,1.0,32.1,10.3,0.0,2.0
7.0,2.0,47.0,13.0,0.0,1.0
5.0,2.0,49.7,13.7,4.0,0.0
4.0,3.0,31.4,11.0,0.0,0.0
3.0,4.0,55.0,38.0,0.0,0.0
5.0,2.0,19.5,10.0,1.0,1.0
1.0,6.0,12.0,12.0,0.0,0.0
4.0,3.0,30.1,13.5,1.0,1.0
7.0,2.0,77.1,21.0,1.0,0.0
3.0,4.0,14.4,6.0,1.0,0.0
2.0,5.0,50.0,32.0,0.0,0.0
6.0,1.0,26.0,9.9,1.0,2.0
8.0,2.0,74.0,26.0,1.0,1.0
10.0,0.0,117.3,26.0,3.0,2.0
6.0,1.0,48.5,12.6,0.0,1.0
4.0,3.0,37.5,11.0,0.0,0.0
7.0,1.0,47.9,12.8,3.0,2.0
11.0,0.0,77.1,18.0,2.0,1.0
1.0,6.0,7.0,7.0,0.0,0.0
6.0,1.0,67.0,13.0,0.0,0.0
5.0,2.0,58.0,26.0,0.0,1.0
6.0,1.0,32.7,8.7,2.0,1.0
6.0,2.0,38.8,16.0,1.0,1.0
1.0,6.0,10.0,10.0,0.0,0.0
5.0,2.0,16.0,6.0,0.0,1.0
8.0,0.0,75.8,18.4,2.0,1.0
8.0,1.0,41.4,13.0,1.0,0.0
5.0,2.0,62.5,20.0,0.0,0.0
7.0,2.0,61.3,15.8,2.0,2.0
6.0,1.0,64.1,15.5,2.0,2.0
9.0,0.0,78.0,16.0,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,56.5,17.7,0.0,1.0
6.0,1.0,62.8,15.4,1.0,1.0
7.0,2.0,63.1,20.0,3.0,3.0
7.0,0.0,11.6,6.0,2.0,2.0
12.0,0.0,92.3,24.5,4.0,1.0
7.0,2.0,53.7,22.0,0.0,1.0
7.0,1.0,65.3,13.6,2.0,1.0
10.0,0.0,5.1,2.1,0.0,2.0
6.0,1.0,56.1,13.6,2.0,0.0
6.0,1.0,48.3,11.5,1.0,0.0
5.0,2.0,41.2,12.0,1.0,1.0
5.0,2.0,77.0,18.5,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
2.0,5.0,32.0,16.0,0.0,0.0
7.0,0.0,109.7,26.0,1.0,1.0
7.0,0.0,65.4,16.0,1.0,1.0
6.0,1.0,5.6,3.6,0.0,1.0
7.0,0.0,136.5,22.5,2.0,0.0
7.0,0.0,52.8,12.5,3.0,2.0
6.0,1.0,54.6,16.1,1.0,1.0
5.0,2.0,0.0,0.0,0.0,4.0
9.0,1.0,91.1,20.0,3.0,0.0
8.0,1.0,76.0,20.0,2.0,3.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,44.0,12.2,2.0,0.0
1.0,6.0,5.3,5.3,0.0,0.0
9.0,0.0,97.4,27.5,2.0,0.0
7.0,1.0,35.6,18.8,1.0,1.0
7.0,1.0,50.6,14.1,2.0,0.0
5.0,2.0,208.0,90.0,0.0,0.0
5.0,2.0,24.2,6.0,3.0,0.0
10.0,0.0,76.5,20.6,3.0,2.0
7.0,0.0,96.3,19.0,0.0,0.0
6.0,2.0,24.7,8.7,0.0,1.0
11.0,0.0,60.0,13.5,1.0,3.0
7.0,0.0,17.2,7.0,0.0,3.0
4.0,3.0,61.8,18.2,2.0,0.0
5.0,2.0,44.2,14.2,0.0,0.0
4.0,3.0,38.4,14.7,0.0,1.0
9.0,0.0,112.1,26.7,1.0,3.0
7.0,0.0,48.3,13.6,2.0,2.0
9.0,1.0,10.1,5.2,0.0,2.0
6.0,1.0,60.1,13.2,2.0,1.0
11.0,0.0,144.6,30.0,2.0,2.0
5.0,2.0,54.6,14.3,0.0,0.0
8.0,0.0,115.1,22.0,1.0,2.0
8.0,0.0,87.0,19.0,0.0,6.0
3.0,4.0,31.6,12.2,1.0,0.0
4.0,3.0,15.8,5.5,0.0,0.0
8.0,0.0,34.0,7.8,1.0,1.0
5.0,2.0,21.4,9.4,0.0,0.0
2.0,5.0,31.0,24.5,0.0,0.0
4.0,3.0,14.6,5.3,0.0,0.0
3.0,4.0,14.9,8.0,0.0,0.0
8.0,0.0,27.9,12.0,0.0,1.0
6.0,1.0,69.8,13.5,0.0,0.0
5.0,2.0,43.1,10.5,2.0,0.0
7.0,0.0,69.0,20.0,0.0,0.0
7.0,0.0,89.9,16.0,1.0,1.0
3.0,4.0,19.5,10.0,1.0,0.0
6.0,1.0,56.1,15.1,2.0,2.0
9.0,1.0,85.4,18.5,1.0,2.0
8.0,0.0,11.9,3.4,0.0,0.0
6.0,1.0,63.5,14.0,2.0,0.0
4.0,3.0,58.6,17.4,1.0,0.0
7.0,1.0,114.9,28.5,1.0,0.0
7.0,1.0,40.9,11.5,0.0,0.0
10.0,0.0,40.1,10.8,1.0,2.0
1.0,6.0,10.5,10.5,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,1.0,42.5,9.9,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,42.5,13.4,1.0,2.0
13.0,0.0,108.0,24.5,0.0,0.0
6.0,1.0,38.4,7.9,2.0,0.0
5.0,2.0,87.4,24.1,2.0,0.0
6.0,1.0,60.6,13.0,2.0,2.0
5.0,2.0,44.3,10.8,0.0,0.0
5.0,2.0,34.5,13.0,1.0,1.0
6.0,2.0,51.6,16.4,0.0,0.0
9.0,2.0,105.6,29.0,1.0,2.0
5.0,2.0,73.3,18.0,1.0,0.0
5.0,2.0,58.2,15.7,2.0,0.0
6.0,2.0,68.0,16.2,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,1.0,106.8,24.8,2.0,0.0
6.0,2.0,98.4,33.9,1.0,0.0
5.0,2.0,47.4,16.0,1.0,1.0
3.0,4.0,14.5,8.2,0.0,1.0
6.0,1.0,36.7,13.4,2.0,1.0
4.0,3.0,23.1,8.3,2.0,0.0
6.0,1.0,28.9,6.8,3.0,0.0
6.0,2.0,77.0,26.0,0.0,0.0
8.0,0.0,117.8,25.6,3.0,1.0
7.0,0.0,12.6,5.4,0.0,2.0
8.0,0.0,115.0,22.0,2.0,0.0
5.0,2.0,60.8,18.0,1.0,0.0
6.0,1.0,66.2,14.5,1.0,1.0
7.0,0.0,49.9,16.0,1.0,3.0
10.0,0.0,143.5,28.0,1.0,2.0
6.0,2.0,33.9,8.0,1.0,0.0
5.0,2.0,25.3,9.5,0.0,2.0
5.0,2.0,15.0,6.0,0.0,2.0
8.0,1.0,60.9,18.4,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,2.0,58.4,15.4,2.0,3.0
3.0,4.0,0.0,0.0,0.0,2.0
1.0,6.0,31.0,31.0,0.0,0.0
5.0,2.0,58.6,14.0,0.0,0.0
6.0,1.0,34.5,12.2,2.0,0.0
9.0,0.0,68.3,17.1,3.0,1.0
7.0,1.0,57.3,18.1,3.0,1.0
4.0,3.0,16.2,6.7,0.0,1.0
6.0,1.0,64.0,40.0,0.0,0.0
5.0,2.0,42.5,13.0,2.0,1.0
2.0,5.0,25.5,13.0,2.0,0.0
6.0,1.0,45.7,13.4,2.0,1.0
3.0,4.0,21.4,11.0,0.0,0.0
4.0,3.0,32.4,12.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,29.8,12.5,1.0,3.0
8.0,0.0,96.3,28.3,1.0,0.0
1.0,6.0,3.8,3.8,1.0,0.0
8.0,1.0,169.0,39.0,2.0,0.0
6.0,2.0,64.6,21.4,3.0,1.0
6.0,1.0,26.0,15.0,0.0,3.0
8.0,0.0,133.0,26.0,3.0,0.0
9.0,1.0,73.2,21.0,3.0,2.0
6.0,2.0,47.2,17.3,2.0,1.0
8.0,0.0,93.2,21.6,1.0,1.0
6.0,1.0,67.2,17.0,2.0,2.0
5.0,2.0,34.0,13.0,0.0,1.0
6.0,1.0,75.7,15.0,3.0,0.0
6.0,1.0,45.0,18.0,0.0,2.0
1.0,6.0,4.8,4.8,0.0,0.0
4.0,3.0,11.0,7.5,0.0,1.0
5.0,2.0,64.2,42.8,0.0,0.0
2.0,5.0,14.6,8.1,0.0,0.0
8.0,0.0,127.4,31.0,3.0,0.0
6.0,1.0,77.8,16.2,0.0,0.0
7.0,0.0,59.3,14.8,2.0,2.0
4.0,3.0,46.7,13.5,0.0,0.0
6.0,1.0,74.9,18.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,32.0,9.0,3.0,0.0
6.0,1.0,48.3,13.9,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
3.0,4.0,8.0,4.0,0.0,1.0
7.0,1.0,61.7,14.5,1.0,0.0
7.0,1.0,119.5,38.5,3.0,0.0
5.0,2.0,25.4,8.5,0.0,0.0
6.0,1.0,52.9,12.0,1.0,0.0
6.0,1.0,39.2,10.7,3.0,0.0
7.0,1.0,20.8,8.7,3.0,1.0
5.0,2.0,63.0,14.5,1.0,1.0
6.0,1.0,44.1,17.1,1.0,0.0
5.0,2.0,56.3,18.4,1.0,0.0
6.0,1.0,59.1,16.9,1.0,1.0
7.0,1.0,120.3,24.5,1.0,3.0
4.0,3.0,51.2,15.1,0.0,0.0
5.0,2.0,52.6,16.0,1.0,1.0
3.0,4.0,29.0,14.0,0.0,0.0
8.0,0.0,78.0,18.0,0.0,5.0
3.0,5.0,30.0,18.0,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
10.0,0.0,89.9,22.4,3.0,2.0
4.0,3.0,34.0,12.0,1.0,0.0
8.0,1.0,110.8,27.5,1.0,1.0
5.0,2.0,21.6,11.9,1.0,2.0
5.0,2.0,47.1,21.5,2.0,1.0
7.0,0.0,48.2,10.0,1.0,0.0
7.0,1.0,37.5,13.8,1.0,2.0
5.0,2.0,46.0,13.0,2.0,1.0
6.0,1.0,6.0,3.0,0.0,3.0
7.0,1.0,88.8,24.7,1.0,0.0
11.0,0.0,101.2,20.8,0.0,0.0
7.0,1.0,46.1,25.0,1.0,2.0
7.0,1.0,42.8,12.0,1.0,2.0
5.0,3.0,33.0,10.0,0.0,2.0
6.0,2.0,37.2,11.0,2.0,0.0
8.0,2.0,8.5,4.5,0.0,1.0
4.0,3.0,50.2,12.8,0.0,0.0
6.0,2.0,60.6,25.9,1.0,1.0
3.0,4.0,24.4,14.3,1.0,0.0
2.0,5.0,15.1,8.3,0.0,0.0
3.0,4.0,9.0,9.0,0.0,2.0
6.0,1.0,78.1,13.5,1.0,0.0
9.0,0.0,41.8,12.0,0.0,2.0
6.0,1.0,18.6,7.2,3.0,1.0
6.0,1.0,34.4,11.0,2.0,2.0
7.0,1.0,39.9,11.0,0.0,2.0
3.0,4.0,13.3,13.3,1.0,1.0
4.0,3.0,21.9,7.8,0.0,0.0
5.0,2.0,41.2,10.0,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,63.4,16.7,2.0,1.0
7.0,0.0,61.5,17.0,2.0,1.0
5.0,2.0,57.5,20.0,0.0,1.0
4.0,3.0,24.8,10.0,2.0,1.0
9.0,1.0,62.9,20.0,1.0,1.0
10.0,1.0,39.0,11.5,0.0,1.0
4.0,3.0,75.8,21.8,2.0,0.0
8.0,1.0,75.3,20.0,2.0,3.0
8.0,0.0,79.0,21.6,1.0,1.0
8.0,0.0,80.0,15.0,1.0,2.0
4.0,3.0,16.5,10.0,1.0,0.0
9.0,1.0,103.0,24.6,3.0,0.0
7.0,2.0,54.4,25.4,0.0,2.0
2.0,5.0,0.0,0.0,0.0,0.0
7.0,1.0,48.5,13.1,1.0,5.0
8.0,0.0,106.6,25.0,3.0,1.0
4.0,3.0,27.5,11.0,1.0,1.0
7.0,1.0,71.4,28.0,0.0,0.0
9.0,0.0,123.8,24.2,2.0,0.0
5.0,2.0,36.0,11.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,135.0,30.0,1.0,4.0
11.0,0.0,118.0,23.5,0.0,1.0
8.0,1.0,48.7,14.0,1.0,2.0
5.0,2.0,68.8,20.0,0.0,0.0
3.0,4.0,3.5,3.5,0.0,1.0
5.0,2.0,0.0,0.0,0.0,0.0
7.0,0.0,101.7,21.0,2.0,0.0
7.0,0.0,74.4,14.0,0.0,0.0
6.0,1.0,41.1,11.0,0.0,2.0
4.0,3.0,6.0,3.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,28.7,9.0,2.0,0.0
7.0,0.0,52.8,14.5,2.0,2.0
1.0,6.0,0.0,0.0,0.0,0.0
5.0,2.0,36.2,10.0,3.0,0.0
4.0,3.0,14.8,5.0,0.0,0.0
6.0,1.0,70.4,18.0,0.0,1.0
4.0,4.0,12.9,6.7,2.0,1.0
10.0,0.0,139.0,41.0,0.0,2.0
6.0,1.0,56.6,14.4,1.0,2.0
8.0,0.0,141.2,34.0,2.0,0.0
6.0,1.0,44.7,12.5,1.0,2.0
6.0,1.0,48.6,10.9,2.0,0.0
8.0,1.0,50.5,12.5,2.0,2.0
6.0,1.0,48.8,13.0,0.0,0.0
5.0,2.0,54.0,13.0,2.0,0.0
6.0,1.0,87.8,21.2,3.0,0.0
6.0,1.0,73.0,30.0,0.0,1.0
11.0,1.0,62.5,15.0,3.0,3.0
7.0,0.0,51.0,14.0,2.0,0.0
5.0,2.0,42.6,13.0,2.0,0.0
6.0,1.0,48.3,13.3,2.0,0.0
6.0,1.0,82.6,18.0,2.0,1.0
4.0,3.0,66.8,22.7,0.0,0.0
6.0,1.0,55.7,14.6,3.0,0.0
5.0,2.0,53.5,12.0,0.0,0.0
7.0,0.0,74.4,18.7,2.0,1.0
5.0,2.0,71.7,20.0,2.0,0.0
7.0,2.0,78.6,21.7,1.0,1.0
3.0,4.0,20.5,9.5,0.0,0.0
8.0,1.0,43.1,11.2,2.0,2.0
7.0,1.0,55.5,15.0,2.0,1.0
9.0,0.0,125.2,24.0,1.0,0.0
6.0,1.0,34.0,8.0,0.0,0.0
5.0,2.0,58.2,17.3,2.0,1.0
8.0,0.0,41.7,8.6,0.0,3.0
6.0,2.0,47.0,12.0,1.0,0.0
4.0,3.0,48.5,15.0,0.0,0.0
6.0,1.0,54.8,13.6,1.0,0.0
5.0,2.0,54.4,13.0,1.0,0.0
5.0,2.0,74.0,26.0,0.0,0.0
8.0,1.0,94.1,33.2,1.0,0.0
6.0,1.0,64.2,18.0,2.0,0.0
8.0,0.0,83.9,20.4,0.0,0.0
6.0,1.0,39.3,12.1,2.0,0.0
7.0,0.0,68.6,13.0,0.0,0.0
5.0,2.0,19.2,12.8,1.0,0.0
6.0,2.0,61.5,14.5,1.0,1.0
7.0,0.0,58.4,11.0,0.0,0.0
5.0,2.0,19.9,9.3,1.0,2.0
4.0,3.0,27.5,11.0,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,60.4,21.0,0.0,0.0
5.0,2.0,35.1,12.8,2.0,1.0
9.0,0.0,62.8,24.0,1.0,3.0
2.0,5.0,0.0,0.0,0.0,0.0
7.0,1.0,72.2,21.4,1.0,0.0
7.0,1.0,109.2,24.7,2.0,0.0
5.0,3.0,36.6,14.0,0.0,0.0
6.0,1.0,80.2,24.1,1.0,0.0
3.0,4.0,7.0,5.0,0.0,1.0
6.0,1.0,71.9,14.1,1.0,0.0
7.0,1.0,63.5,21.6,0.0,1.0
4.0,3.0,19.0,8.0,0.0,0.0
6.0,2.0,66.8,24.8,1.0,1.0
6.0,2.0,15.7,6.1,0.0,0.0
11.0,0.0,187.0,36.5,0.0,0.0
2.0,5.0,6.0,6.0,0.0,0.0
4.0,3.0,46.0,13.0,0.0,0.0
4.0,3.0,47.5,14.9,0.0,0.0
11.0,0.0,165.5,38.0,0.0,0.0
9.0,0.0,82.7,19.0,3.0,2.0
7.0,1.0,19.5,10.0,0.0,0.0
8.0,0.0,76.5,15.4,3.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,47.2,13.8,2.0,1.0
7.0,1.0,0.0,0.0,0.0,3.0
7.0,1.0,55.5,16.0,0.0,1.0
5.0,2.0,44.7,15.2,0.0,0.0
9.0,0.0,97.8,20.2,2.0,1.0
6.0,2.0,52.8,20.2,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
3.0,4.0,12.0,8.0,0.0,0.0
7.0,0.0,94.1,18.8,0.0,0.0
5.0,2.0,0.0,0.0,0.0,0.0
2.0,5.0,28.0,15.0,0.0,0.0
7.0,0.0,115.8,31.0,2.0,0.0
5.0,2.0,74.0,22.0,0.0,0.0
5.0,2.0,48.9,15.8,0.0,0.0
8.0,0.0,33.8,9.8,0.0,0.0
6.0,2.0,49.0,11.5,2.0,1.0
10.0,1.0,36.0,22.2,0.0,3.0
12.0,0.0,58.9,12.5,2.0,1.0
6.0,1.0,76.4,19.0,1.0,0.0
12.0,1.0,100.8,24.5,0.0,0.0
4.0,3.0,12.1,5.4,0.0,1.0
2.0,5.0,9.5,5.0,0.0,0.0
6.0,1.0,7.5,4.1,0.0,0.0
7.0,1.0,36.0,11.0,1.0,1.0
5.0,2.0,40.1,13.7,0.0,0.0
7.0,0.0,114.2,22.0,0.0,0.0
7.0,2.0,58.0,22.0,0.0,2.0
3.0,4.0,29.5,12.0,0.0,0.0
4.0,3.0,29.0,14.0,0.0,0.0
7.0,0.0,22.2,7.2,0.0,2.0
5.0,2.0,28.0,7.3,2.0,0.0
6.0,1.0,38.6,10.0,3.0,2.0
5.0,2.0,0.5,0.5,0.0,2.0
10.0,0.0,40.8,11.8,0.0,2.0
5.0,2.0,73.7,19.4,2.0,0.0
6.0,2.0,40.0,13.0,0.0,2.0
6.0,1.0,33.2,8.0,3.0,1.0
6.0,1.0,50.7,14.7,2.0,2.0
5.0,2.0,15.8,6.2,2.0,1.0
9.0,1.0,51.9,13.0,2.0,2.0
4.0,4.0,9.0,4.0,1.0,0.0
9.0,0.0,69.8,24.0,2.0,3.0
6.0,2.0,47.0,12.0,3.0,2.0
5.0,2.0,69.5,18.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,81.7,16.3,1.0,2.0
4.0,3.0,15.0,4.5,1.0,0.0
5.0,2.0,55.9,18.9,1.0,1.0
6.0,1.0,24.5,8.6,1.0,2.0
6.0,1.0,48.0,12.0,0.0,1.0
8.0,0.0,46.0,17.6,2.0,0.0
10.0,1.0,128.4,38.0,1.0,2.0
5.0,2.0,20.0,7.0,1.0,0.0
2.0,5.0,21.0,12.0,0.0,0.0
3.0,4.0,0.0,0.0,0.0,0.0
7.0,1.0,36.8,13.6,0.0,2.0
3.0,4.0,11.9,6.2,0.0,0.0
6.0,1.0,26.0,9.0,0.0,1.0
3.0,4.0,28.8,17.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,13.4,4.0,2.0,0.0
4.0,3.0,0.0,0.0,0.0,0.0
6.0,1.0,51.3,13.7,2.0,1.0
9.0,0.0,35.0,10.0,0.0,2.0
